patch_name,parent_scene_id,region_acronym,has_methane,grid_location,split
20230607T062333_002456_ST_1_r02_c02.tif,20230607T062333_002456,ST,1,r02_c02,train
20230607T062333_002456_ST_1_r02_c03.tif,20230607T062333_002456,ST,1,r02_c03,train
20230607T062333_002456_ST_1_r03_c02.tif,20230607T062333_002456,ST,1,r03_c02,train
20230607T062333_002456_ST_1_r03_c03.tif,20230607T062333_002456,ST,1,r03_c03,train
20230607T062333_002457_ST_1_r00_c00.tif,20230607T062333_002457,ST,1,r00_c00,train
20230607T062333_002458_ST_1_r00_c00.tif,20230607T062333_002458,ST,1,r00_c00,train
20230607T062333_002459_ST_1_r00_c00.tif,20230607T062333_002459,ST,1,r00_c00,train
20230607T062333_002460_ST_1_r00_c00.tif,20230607T062333_002460,ST,1,r00_c00,train
20230607T062333_002461_ST_1_r00_c00.tif,20230607T062333_002461,ST,1,r00_c00,train
20230607T062333_002461_ST_1_r00_c01.tif,20230607T062333_002461,ST,1,r00_c01,train
20230607T062333_002461_ST_1_r01_c00.tif,20230607T062333_002461,ST,1,r01_c00,train
20230607T062333_002461_ST_1_r01_c01.tif,20230607T062333_002461,ST,1,r01_c01,train
20230607T062333_002462_ST_1_r00_c00.tif,20230607T062333_002462,ST,1,r00_c00,train
20230607T062333_002462_ST_1_r00_c01.tif,20230607T062333_002462,ST,1,r00_c01,train
20230607T062333_002462_ST_1_r01_c00.tif,20230607T062333_002462,ST,1,r01_c00,train
20230607T062333_002462_ST_1_r01_c01.tif,20230607T062333_002462,ST,1,r01_c01,train
20230607T062333_002463_ST_0_r00_c02.tif,20230607T062333_002463,ST,0,r00_c02,train
20230607T062333_002463_ST_0_r00_c03.tif,20230607T062333_002463,ST,0,r00_c03,train
20230607T062333_002463_ST_0_r00_c04.tif,20230607T062333_002463,ST,0,r00_c04,train
20230607T062333_002463_ST_0_r00_c05.tif,20230607T062333_002463,ST,0,r00_c05,train
20230607T062333_002463_ST_0_r00_c06.tif,20230607T062333_002463,ST,0,r00_c06,train
20230607T062333_002463_ST_0_r00_c07.tif,20230607T062333_002463,ST,0,r00_c07,train
20230607T062333_002463_ST_0_r01_c03.tif,20230607T062333_002463,ST,0,r01_c03,train
20230607T062333_002463_ST_0_r01_c04.tif,20230607T062333_002463,ST,0,r01_c04,train
20230607T062333_002463_ST_0_r01_c05.tif,20230607T062333_002463,ST,0,r01_c05,train
20230607T062333_002463_ST_0_r01_c06.tif,20230607T062333_002463,ST,0,r01_c06,train
20230607T062333_002463_ST_0_r01_c07.tif,20230607T062333_002463,ST,0,r01_c07,train
20230607T062333_002463_ST_0_r02_c00.tif,20230607T062333_002463,ST,0,r02_c00,train
20230607T062333_002463_ST_0_r02_c04.tif,20230607T062333_002463,ST,0,r02_c04,train
20230607T062333_002463_ST_0_r02_c05.tif,20230607T062333_002463,ST,0,r02_c05,train
20230607T062333_002463_ST_0_r02_c06.tif,20230607T062333_002463,ST,0,r02_c06,train
20230607T062333_002463_ST_0_r02_c07.tif,20230607T062333_002463,ST,0,r02_c07,train
20230607T062333_002463_ST_0_r03_c00.tif,20230607T062333_002463,ST,0,r03_c00,train
20230607T062333_002463_ST_0_r04_c00.tif,20230607T062333_002463,ST,0,r04_c00,train
20230607T062333_002463_ST_0_r04_c01.tif,20230607T062333_002463,ST,0,r04_c01,train
20230607T062333_002463_ST_0_r04_c02.tif,20230607T062333_002463,ST,0,r04_c02,train
20230607T062333_002463_ST_1_r00_c00.tif,20230607T062333_002463,ST,1,r00_c00,train
20230607T062333_002463_ST_1_r00_c01.tif,20230607T062333_002463,ST,1,r00_c01,train
20230607T062333_002463_ST_1_r01_c00.tif,20230607T062333_002463,ST,1,r01_c00,train
20230607T062333_002463_ST_1_r01_c01.tif,20230607T062333_002463,ST,1,r01_c01,train
20230607T062333_002463_ST_1_r01_c02.tif,20230607T062333_002463,ST,1,r01_c02,train
20230607T062333_002463_ST_1_r02_c01.tif,20230607T062333_002463,ST,1,r02_c01,train
20230607T062333_002463_ST_1_r02_c02.tif,20230607T062333_002463,ST,1,r02_c02,train
20230607T062333_002463_ST_1_r02_c03.tif,20230607T062333_002463,ST,1,r02_c03,train
20230607T062333_002463_ST_1_r03_c01.tif,20230607T062333_002463,ST,1,r03_c01,train
20230607T062333_002463_ST_1_r03_c02.tif,20230607T062333_002463,ST,1,r03_c02,train
20230607T062333_002463_ST_1_r03_c03.tif,20230607T062333_002463,ST,1,r03_c03,train
20230607T062333_002463_ST_1_r03_c04.tif,20230607T062333_002463,ST,1,r03_c04,train
20230607T062333_002463_ST_1_r03_c05.tif,20230607T062333_002463,ST,1,r03_c05,train
20230607T062333_002463_ST_1_r03_c06.tif,20230607T062333_002463,ST,1,r03_c06,train
20230607T062333_002463_ST_1_r03_c07.tif,20230607T062333_002463,ST,1,r03_c07,train
20230607T062333_002463_ST_1_r04_c03.tif,20230607T062333_002463,ST,1,r04_c03,train
20230607T062333_002463_ST_1_r04_c04.tif,20230607T062333_002463,ST,1,r04_c04,train
20230607T062333_002463_ST_1_r04_c05.tif,20230607T062333_002463,ST,1,r04_c05,train
20230607T062333_002463_ST_1_r04_c06.tif,20230607T062333_002463,ST,1,r04_c06,train
20230607T062333_002463_ST_1_r04_c07.tif,20230607T062333_002463,ST,1,r04_c07,train
20230607T062333_002464_ST_1_r00_c00.tif,20230607T062333_002464,ST,1,r00_c00,train
20230607T062333_002464_ST_1_r00_c01.tif,20230607T062333_002464,ST,1,r00_c01,train
20230607T062333_002464_ST_1_r01_c00.tif,20230607T062333_002464,ST,1,r01_c00,train
20230607T062333_002464_ST_1_r01_c01.tif,20230607T062333_002464,ST,1,r01_c01,train
20230607T062333_002465_ST_1_r00_c00.tif,20230607T062333_002465,ST,1,r00_c00,train
20230607T062333_002465_ST_1_r00_c01.tif,20230607T062333_002465,ST,1,r00_c01,train
20230607T062333_002465_ST_1_r01_c00.tif,20230607T062333_002465,ST,1,r01_c00,train
20230607T062333_002465_ST_1_r01_c01.tif,20230607T062333_002465,ST,1,r01_c01,train
20230607T062333_002466_ST_0_r00_c02.tif,20230607T062333_002466,ST,0,r00_c02,train
20230607T062333_002466_ST_0_r00_c03.tif,20230607T062333_002466,ST,0,r00_c03,train
20230607T062333_002466_ST_0_r01_c00.tif,20230607T062333_002466,ST,0,r01_c00,train
20230607T062333_002466_ST_0_r01_c03.tif,20230607T062333_002466,ST,0,r01_c03,train
20230607T062333_002466_ST_0_r02_c00.tif,20230607T062333_002466,ST,0,r02_c00,train
20230607T062333_002466_ST_0_r02_c03.tif,20230607T062333_002466,ST,0,r02_c03,train
20230607T062333_002466_ST_0_r03_c00.tif,20230607T062333_002466,ST,0,r03_c00,train
20230607T062333_002466_ST_0_r03_c01.tif,20230607T062333_002466,ST,0,r03_c01,train
20230607T062333_002466_ST_0_r03_c03.tif,20230607T062333_002466,ST,0,r03_c03,train
20230607T062333_002466_ST_1_r00_c00.tif,20230607T062333_002466,ST,1,r00_c00,train
20230607T062333_002466_ST_1_r00_c01.tif,20230607T062333_002466,ST,1,r00_c01,train
20230607T062333_002466_ST_1_r01_c01.tif,20230607T062333_002466,ST,1,r01_c01,train
20230607T062333_002466_ST_1_r01_c02.tif,20230607T062333_002466,ST,1,r01_c02,train
20230607T062333_002466_ST_1_r02_c01.tif,20230607T062333_002466,ST,1,r02_c01,train
20230607T062333_002466_ST_1_r02_c02.tif,20230607T062333_002466,ST,1,r02_c02,train
20230607T062333_002466_ST_1_r03_c02.tif,20230607T062333_002466,ST,1,r03_c02,train
20230607T062333_002467_ST_1_r00_c00.tif,20230607T062333_002467,ST,1,r00_c00,train
20230607T062333_002467_ST_1_r00_c01.tif,20230607T062333_002467,ST,1,r00_c01,train
20230607T062333_002467_ST_1_r01_c00.tif,20230607T062333_002467,ST,1,r01_c00,train
20230607T062333_002467_ST_1_r01_c01.tif,20230607T062333_002467,ST,1,r01_c01,train
20230607T062432_002470_ST_1_r00_c00.tif,20230607T062432_002470,ST,1,r00_c00,train
20230607T080031_002471_ST_1_r00_c00.tif,20230607T080031_002471,ST,1,r00_c00,train
20230607T092629_000935_ME_1_r00_c00.tif,20230607T092629_000935,ME,1,r00_c00,train
20230607T092641_000939_ME_1_r00_c00.tif,20230607T092641_000939,ME,1,r00_c00,train
20230607T092641_000940_ME_1_r00_c00.tif,20230607T092641_000940,ME,1,r00_c00,train
20230608T053135_000357_ME_1_r00_c00.tif,20230608T053135_000357,ME,1,r00_c00,train
20230608T053135_000358_ME_1_r00_c00.tif,20230608T053135_000358,ME,1,r00_c00,train
20230608T162322_000331_AM_1_r00_c00.tif,20230608T162322_000331,AM,1,r00_c00,train
20230608T162322_000332_AM_1_r00_c00.tif,20230608T162322_000332,AM,1,r00_c00,train
20230608T162322_000333_AM_1_r00_c00.tif,20230608T162322_000333,AM,1,r00_c00,train
20230608T162322_000334_AM_1_r00_c00.tif,20230608T162322_000334,AM,1,r00_c00,train
20230608T162322_000335_AM_1_r00_c00.tif,20230608T162322_000335,AM,1,r00_c00,train
20230608T162322_000337_AM_1_r00_c00.tif,20230608T162322_000337,AM,1,r00_c00,train
20230608T162322_000338_AM_1_r00_c00.tif,20230608T162322_000338,AM,1,r00_c00,train
20230608T162334_000339_AM_1_r00_c00.tif,20230608T162334_000339,AM,1,r00_c00,train
20230608T162334_000339_AM_1_r00_c01.tif,20230608T162334_000339,AM,1,r00_c01,train
20230608T162334_000339_AM_1_r01_c00.tif,20230608T162334_000339,AM,1,r01_c00,train
20230608T162334_000339_AM_1_r01_c01.tif,20230608T162334_000339,AM,1,r01_c01,train
20230608T162334_000341_AM_1_r00_c00.tif,20230608T162334_000341,AM,1,r00_c00,train
20230608T162334_000342_AM_1_r00_c00.tif,20230608T162334_000342,AM,1,r00_c00,train
20230608T162334_000343_AM_1_r00_c00.tif,20230608T162334_000343,AM,1,r00_c00,train
20230608T162334_000344_AM_1_r00_c00.tif,20230608T162334_000344,AM,1,r00_c00,train
20230608T162334_000345_AM_1_r00_c00.tif,20230608T162334_000345,AM,1,r00_c00,train
20230608T162346_000346_AM_1_r00_c00.tif,20230608T162346_000346,AM,1,r00_c00,train
20230608T162346_000350_AM_1_r00_c00.tif,20230608T162346_000350,AM,1,r00_c00,train
20230608T162346_000350_AM_1_r00_c01.tif,20230608T162346_000350,AM,1,r00_c01,train
20230608T162346_000350_AM_1_r01_c00.tif,20230608T162346_000350,AM,1,r01_c00,train
20230608T162346_000350_AM_1_r01_c01.tif,20230608T162346_000350,AM,1,r01_c01,train
20230608T162346_000351_AM_1_r00_c00.tif,20230608T162346_000351,AM,1,r00_c00,train
20230608T162346_000353_AM_1_r00_c00.tif,20230608T162346_000353,AM,1,r00_c00,train
20230608T162346_000355_AM_1_r00_c00.tif,20230608T162346_000355,AM,1,r00_c00,train
20230609T045106_000937_CM_1_r00_c00.tif,20230609T045106_000937,CM,1,r00_c00,val
20230609T075016_000934_ME_1_r00_c00.tif,20230609T075016_000934,ME,1,r00_c00,train
20230609T171010_000953_AM_1_r00_c00.tif,20230609T171010_000953,AM,1,r00_c00,train
20230609T171133_000933_AM_1_r00_c00.tif,20230609T171133_000933,AM,1,r00_c00,train
20230610T035759_000952_CM_1_r00_c00.tif,20230610T035759_000952,CM,1,r00_c00,val
20230610T053019_000941_ME_0_r00_c00.tif,20230610T053019_000941,ME,0,r00_c00,train
20230610T053019_000941_ME_0_r00_c01.tif,20230610T053019_000941,ME,0,r00_c01,train
20230610T053019_000941_ME_0_r00_c02.tif,20230610T053019_000941,ME,0,r00_c02,train
20230610T053019_000941_ME_0_r00_c03.tif,20230610T053019_000941,ME,0,r00_c03,train
20230610T053019_000941_ME_0_r01_c00.tif,20230610T053019_000941,ME,0,r01_c00,train
20230610T053019_000941_ME_0_r01_c03.tif,20230610T053019_000941,ME,0,r01_c03,train
20230610T053019_000941_ME_0_r02_c00.tif,20230610T053019_000941,ME,0,r02_c00,train
20230610T053019_000941_ME_0_r03_c00.tif,20230610T053019_000941,ME,0,r03_c00,train
20230610T053019_000941_ME_0_r03_c01.tif,20230610T053019_000941,ME,0,r03_c01,train
20230610T053019_000941_ME_1_r01_c01.tif,20230610T053019_000941,ME,1,r01_c01,train
20230610T053019_000941_ME_1_r01_c02.tif,20230610T053019_000941,ME,1,r01_c02,train
20230610T053019_000941_ME_1_r02_c01.tif,20230610T053019_000941,ME,1,r02_c01,train
20230610T053019_000941_ME_1_r02_c02.tif,20230610T053019_000941,ME,1,r02_c02,train
20230610T053019_000942_ME_1_r00_c00.tif,20230610T053019_000942,ME,1,r00_c00,train
20230610T053019_000943_ME_1_r00_c00.tif,20230610T053019_000943,ME,1,r00_c00,train
20230610T053019_000944_ME_1_r00_c00.tif,20230610T053019_000944,ME,1,r00_c00,train
20230610T053019_000944_ME_1_r00_c01.tif,20230610T053019_000944,ME,1,r00_c01,train
20230610T053019_000944_ME_1_r01_c00.tif,20230610T053019_000944,ME,1,r01_c00,train
20230610T053019_000944_ME_1_r01_c01.tif,20230610T053019_000944,ME,1,r01_c01,train
20230610T053019_000945_ME_1_r00_c00.tif,20230610T053019_000945,ME,1,r00_c00,train
20230610T053019_000946_ME_1_r00_c00.tif,20230610T053019_000946,ME,1,r00_c00,train
20230610T053019_000946_ME_1_r00_c01.tif,20230610T053019_000946,ME,1,r00_c01,train
20230610T053019_000946_ME_1_r01_c00.tif,20230610T053019_000946,ME,1,r01_c00,train
20230610T053019_000946_ME_1_r01_c01.tif,20230610T053019_000946,ME,1,r01_c01,train
20230610T053019_000947_ME_1_r00_c00.tif,20230610T053019_000947,ME,1,r00_c00,train
20230610T053019_000948_ME_1_r00_c00.tif,20230610T053019_000948,ME,1,r00_c00,train
20230610T053019_000949_ME_1_r00_c00.tif,20230610T053019_000949,ME,1,r00_c00,train
20230610T162155_000932_AM_1_r00_c00.tif,20230610T162155_000932,AM,1,r00_c00,train
20230611T044427_000950_ST_1_r00_c00.tif,20230611T044427_000950,ST,1,r00_c00,train
20230611T044526_000951_ST_1_r00_c00.tif,20230611T044526_000951,ST,1,r00_c00,train
20230611T061638_000954_ME_1_r00_c00.tif,20230611T061638_000954,ME,1,r00_c00,train
20230612T022418_000328_CM_1_r00_c00.tif,20230612T022418_000328,CM,1,r00_c00,val
20230612T022418_000328_CM_1_r00_c01.tif,20230612T022418_000328,CM,1,r00_c01,val
20230612T022418_000328_CM_1_r01_c00.tif,20230612T022418_000328,CM,1,r01_c00,val
20230612T022418_000328_CM_1_r01_c01.tif,20230612T022418_000328,CM,1,r01_c01,val
20230612T053253_000327_ST_1_r00_c00.tif,20230612T053253_000327,ST,1,r00_c00,train
20230612T162103_000319_AM_0_r00_c00.tif,20230612T162103_000319,AM,0,r00_c00,train
20230612T162103_000319_AM_0_r00_c01.tif,20230612T162103_000319,AM,0,r00_c01,train
20230612T162103_000319_AM_0_r00_c03.tif,20230612T162103_000319,AM,0,r00_c03,train
20230612T162103_000319_AM_0_r01_c00.tif,20230612T162103_000319,AM,0,r01_c00,train
20230612T162103_000319_AM_0_r01_c03.tif,20230612T162103_000319,AM,0,r01_c03,train
20230612T162103_000319_AM_0_r02_c00.tif,20230612T162103_000319,AM,0,r02_c00,train
20230612T162103_000319_AM_0_r02_c03.tif,20230612T162103_000319,AM,0,r02_c03,train
20230612T162103_000319_AM_0_r03_c00.tif,20230612T162103_000319,AM,0,r03_c00,train
20230612T162103_000319_AM_0_r03_c01.tif,20230612T162103_000319,AM,0,r03_c01,train
20230612T162103_000319_AM_0_r03_c02.tif,20230612T162103_000319,AM,0,r03_c02,train
20230612T162103_000319_AM_0_r03_c03.tif,20230612T162103_000319,AM,0,r03_c03,train
20230612T162103_000319_AM_1_r00_c02.tif,20230612T162103_000319,AM,1,r00_c02,train
20230612T162103_000319_AM_1_r01_c01.tif,20230612T162103_000319,AM,1,r01_c01,train
20230612T162103_000319_AM_1_r01_c02.tif,20230612T162103_000319,AM,1,r01_c02,train
20230612T162103_000319_AM_1_r02_c01.tif,20230612T162103_000319,AM,1,r02_c01,train
20230612T162103_000319_AM_1_r02_c02.tif,20230612T162103_000319,AM,1,r02_c02,train
20230612T162103_000320_AM_1_r00_c00.tif,20230612T162103_000320,AM,1,r00_c00,train
20230613T044314_000035_ST_1_r00_c00.tif,20230613T044314_000035,ST,1,r00_c00,train
20230613T111348_000024_ST_1_r00_c00.tif,20230613T111348_000024,ST,1,r00_c00,train
20230613T111348_000025_ST_1_r00_c00.tif,20230613T111348_000025,ST,1,r00_c00,train
20230613T111348_000026_ST_1_r00_c00.tif,20230613T111348_000026,ST,1,r00_c00,train
20230613T111348_000027_ST_1_r00_c00.tif,20230613T111348_000027,ST,1,r00_c00,train
20230613T111348_000028_ST_1_r00_c00.tif,20230613T111348_000028,ST,1,r00_c00,train
20230613T111348_000029_ST_1_r00_c00.tif,20230613T111348_000029,ST,1,r00_c00,train
20230613T111348_000030_ST_1_r00_c00.tif,20230613T111348_000030,ST,1,r00_c00,train
20230613T111348_000032_ST_1_r00_c00.tif,20230613T111348_000032,ST,1,r00_c00,train
20230613T111348_000033_ST_1_r00_c00.tif,20230613T111348_000033,ST,1,r00_c00,train
20230614T102403_000043_ST_1_r00_c00.tif,20230614T102403_000043,ST,1,r00_c00,train
20230614T102403_000045_ST_1_r00_c00.tif,20230614T102403_000045,ST,1,r00_c00,train
20230614T102415_000044_ST_1_r00_c00.tif,20230614T102415_000044,ST,1,r00_c00,train
20230614T102415_000046_ST_1_r00_c00.tif,20230614T102415_000046,ST,1,r00_c00,train
20230614T102415_000047_ST_1_r00_c00.tif,20230614T102415_000047,ST,1,r00_c00,train
20230614T102415_000048_ST_1_r00_c00.tif,20230614T102415_000048,ST,1,r00_c00,train
20230614T102439_000049_ST_1_r00_c00.tif,20230614T102439_000049,ST,1,r00_c00,train
20230614T102451_000050_ST_1_r00_c00.tif,20230614T102451_000050,ST,1,r00_c00,train
20230614T102451_000051_ST_1_r00_c00.tif,20230614T102451_000051,ST,1,r00_c00,train
20230614T102451_000052_ST_1_r00_c00.tif,20230614T102451_000052,ST,1,r00_c00,train
20230614T193706_000038_AM_1_r00_c00.tif,20230614T193706_000038,AM,1,r00_c00,train
20230616T115949_001030_ME_1_r00_c00.tif,20230616T115949_001030,ME,1,r00_c00,train
20230616T211343_001019_AM_1_r00_c00.tif,20230616T211343_001019,AM,1,r00_c00,train
20230616T211419_001022_AM_1_r00_c00.tif,20230616T211419_001022,AM,1,r00_c00,train
20230616T211419_001023_AM_1_r00_c00.tif,20230616T211419_001023,AM,1,r00_c00,train
20230616T211419_001024_AM_1_r00_c00.tif,20230616T211419_001024,AM,1,r00_c00,train
20230616T211419_001026_AM_1_r00_c00.tif,20230616T211419_001026,AM,1,r00_c00,train
20230616T211419_001062_AM_1_r00_c00.tif,20230616T211419_001062,AM,1,r00_c00,train
20230616T211419_001063_AM_1_r00_c00.tif,20230616T211419_001063,AM,1,r00_c00,train
20230616T211431_001027_AM_1_r00_c00.tif,20230616T211431_001027,AM,1,r00_c00,train
20230616T211431_001028_AM_1_r00_c00.tif,20230616T211431_001028,AM,1,r00_c00,train
20230616T211431_001029_AM_1_r00_c00.tif,20230616T211431_001029,AM,1,r00_c00,train
20230617T110003_001103_EU_1_r00_c00.tif,20230617T110003_001103,EU,1,r00_c00,train
20230619T080347_001158_AS_1_r00_c00.tif,20230619T080347_001158,AS,1,r00_c00,test
20230619T110748_001110_ME_1_r00_c00.tif,20230619T110748_001110,ME,1,r00_c00,train
20230620T084414_000003_ST_1_r00_c00.tif,20230620T084414_000003,ST,1,r00_c00,train
20230620T084414_000004_ST_1_r00_c00.tif,20230620T084414_000004,ST,1,r00_c00,train
20230620T084414_000005_ST_1_r00_c00.tif,20230620T084414_000005,ST,1,r00_c00,train
20230620T084414_000006_ST_1_r00_c00.tif,20230620T084414_000006,ST,1,r00_c00,train
20230620T084414_000007_ST_1_r00_c00.tif,20230620T084414_000007,ST,1,r00_c00,train
20230620T084414_000008_ST_1_r00_c00.tif,20230620T084414_000008,ST,1,r00_c00,train
20230620T084414_000010_ST_1_r00_c00.tif,20230620T084414_000010,ST,1,r00_c00,train
20230620T084414_000011_ST_1_r00_c00.tif,20230620T084414_000011,ST,1,r00_c00,train
20230620T084414_000012_ST_1_r00_c00.tif,20230620T084414_000012,ST,1,r00_c00,train
20230620T084414_000013_ST_1_r00_c00.tif,20230620T084414_000013,ST,1,r00_c00,train
20230620T084414_000014_ST_1_r00_c00.tif,20230620T084414_000014,ST,1,r00_c00,train
20230620T084414_000015_ST_1_r00_c00.tif,20230620T084414_000015,ST,1,r00_c00,train
20230620T084414_000016_ST_1_r00_c00.tif,20230620T084414_000016,ST,1,r00_c00,train
20230620T084414_000018_ST_1_r00_c00.tif,20230620T084414_000018,ST,1,r00_c00,train
20230620T084414_000019_ST_1_r00_c00.tif,20230620T084414_000019,ST,1,r00_c00,train
20230620T084414_000020_ST_1_r00_c00.tif,20230620T084414_000020,ST,1,r00_c00,train
20230620T084414_000022_ST_1_r00_c00.tif,20230620T084414_000022,ST,1,r00_c00,train
20230620T084426_000000_ST_0_r00_c00.tif,20230620T084426_000000,ST,0,r00_c00,train
20230620T084426_000000_ST_0_r00_c03.tif,20230620T084426_000000,ST,0,r00_c03,train
20230620T084426_000000_ST_0_r01_c00.tif,20230620T084426_000000,ST,0,r01_c00,train
20230620T084426_000000_ST_0_r01_c03.tif,20230620T084426_000000,ST,0,r01_c03,train
20230620T084426_000000_ST_0_r02_c00.tif,20230620T084426_000000,ST,0,r02_c00,train
20230620T084426_000000_ST_0_r02_c03.tif,20230620T084426_000000,ST,0,r02_c03,train
20230620T084426_000000_ST_0_r03_c00.tif,20230620T084426_000000,ST,0,r03_c00,train
20230620T084426_000000_ST_0_r03_c03.tif,20230620T084426_000000,ST,0,r03_c03,train
20230620T084426_000000_ST_1_r00_c01.tif,20230620T084426_000000,ST,1,r00_c01,train
20230620T084426_000000_ST_1_r00_c02.tif,20230620T084426_000000,ST,1,r00_c02,train
20230620T084426_000000_ST_1_r01_c01.tif,20230620T084426_000000,ST,1,r01_c01,train
20230620T084426_000000_ST_1_r01_c02.tif,20230620T084426_000000,ST,1,r01_c02,train
20230620T084426_000000_ST_1_r02_c01.tif,20230620T084426_000000,ST,1,r02_c01,train
20230620T084426_000000_ST_1_r02_c02.tif,20230620T084426_000000,ST,1,r02_c02,train
20230620T084426_000000_ST_1_r03_c01.tif,20230620T084426_000000,ST,1,r03_c01,train
20230620T084426_000000_ST_1_r03_c02.tif,20230620T084426_000000,ST,1,r03_c02,train
20230620T084426_000001_ST_0_r00_c00.tif,20230620T084426_000001,ST,0,r00_c00,train
20230620T084426_000001_ST_0_r00_c01.tif,20230620T084426_000001,ST,0,r00_c01,train
20230620T084426_000001_ST_0_r00_c03.tif,20230620T084426_000001,ST,0,r00_c03,train
20230620T084426_000001_ST_0_r01_c00.tif,20230620T084426_000001,ST,0,r01_c00,train
20230620T084426_000001_ST_0_r01_c03.tif,20230620T084426_000001,ST,0,r01_c03,train
20230620T084426_000001_ST_0_r02_c00.tif,20230620T084426_000001,ST,0,r02_c00,train
20230620T084426_000001_ST_0_r02_c03.tif,20230620T084426_000001,ST,0,r02_c03,train
20230620T084426_000001_ST_0_r03_c00.tif,20230620T084426_000001,ST,0,r03_c00,train
20230620T084426_000001_ST_0_r03_c01.tif,20230620T084426_000001,ST,0,r03_c01,train
20230620T084426_000001_ST_0_r03_c02.tif,20230620T084426_000001,ST,0,r03_c02,train
20230620T084426_000001_ST_1_r00_c02.tif,20230620T084426_000001,ST,1,r00_c02,train
20230620T084426_000001_ST_1_r01_c01.tif,20230620T084426_000001,ST,1,r01_c01,train
20230620T084426_000001_ST_1_r01_c02.tif,20230620T084426_000001,ST,1,r01_c02,train
20230620T084426_000001_ST_1_r02_c01.tif,20230620T084426_000001,ST,1,r02_c01,train
20230620T084426_000001_ST_1_r02_c02.tif,20230620T084426_000001,ST,1,r02_c02,train
20230620T084426_000002_ST_1_r00_c00.tif,20230620T084426_000002,ST,1,r00_c00,train
20230620T084426_000017_ST_1_r00_c00.tif,20230620T084426_000017,ST,1,r00_c00,train
20230622T115037_000171_ME_1_r00_c00.tif,20230622T115037_000171,ME,1,r00_c00,train
20230622T193201_000323_AM_1_r00_c00.tif,20230622T193201_000323,AM,1,r00_c00,train
20230622T193213_000325_AM_1_r00_c00.tif,20230622T193213_000325,AM,1,r00_c00,train
20230624T052900_000179_ST_1_r00_c00.tif,20230624T052900_000179,ST,1,r00_c00,train
20230624T053036_000180_ST_1_r00_c00.tif,20230624T053036_000180,ST,1,r00_c00,train
20230625T031355_000215_CM_1_r00_c00.tif,20230625T031355_000215,CM,1,r00_c00,val
20230625T031355_000216_CM_1_r00_c00.tif,20230625T031355_000216,CM,1,r00_c00,val
20230625T061649_000174_ST_1_r00_c00.tif,20230625T061649_000174,ST,1,r00_c00,train
20230625T061649_000175_ST_1_r00_c00.tif,20230625T061649_000175,ST,1,r00_c00,train
20230625T061649_000176_ST_1_r00_c00.tif,20230625T061649_000176,ST,1,r00_c00,train
20230625T061846_000177_ST_1_r00_c00.tif,20230625T061846_000177,ST,1,r00_c00,train
20230625T061846_000178_ST_1_r00_c00.tif,20230625T061846_000178,ST,1,r00_c00,train
20230625T075248_000172_EU_1_r00_c00.tif,20230625T075248_000172,EU,1,r00_c00,train
20230625T075248_000173_EU_1_r00_c00.tif,20230625T075248_000173,EU,1,r00_c00,train
20230626T084004_000169_ME_1_r00_c00.tif,20230626T084004_000169,ME,1,r00_c00,train
20230626T101232_000144_ME_1_r00_c00.tif,20230626T101232_000144,ME,1,r00_c00,train
20230626T101232_000145_ME_1_r00_c00.tif,20230626T101232_000145,ME,1,r00_c00,train
20230626T101232_000146_ME_1_r00_c00.tif,20230626T101232_000146,ME,1,r00_c00,train
20230626T101232_000147_ME_1_r00_c00.tif,20230626T101232_000147,ME,1,r00_c00,train
20230626T101343_000150_ME_1_r00_c00.tif,20230626T101343_000150,ME,1,r00_c00,train
20230627T030822_000060_CM_1_r00_c00.tif,20230627T030822_000060,CM,1,r00_c00,val
20230627T030822_000060_CM_1_r00_c01.tif,20230627T030822_000060,CM,1,r00_c01,val
20230627T030822_000060_CM_1_r01_c00.tif,20230627T030822_000060,CM,1,r01_c00,val
20230627T030822_000060_CM_1_r01_c01.tif,20230627T030822_000060,CM,1,r01_c01,val
20230627T044231_000056_ST_1_r00_c00.tif,20230627T044231_000056,ST,1,r00_c00,train
20230627T075201_000053_ME_1_r00_c00.tif,20230627T075201_000053,ME,1,r00_c00,train
20230627T075201_000054_ME_1_r00_c00.tif,20230627T075201_000054,ME,1,r00_c00,train
20230627T075201_000055_ME_1_r00_c00.tif,20230627T075201_000055,ME,1,r00_c00,train
20230628T052939_000077_ST_1_r00_c00.tif,20230628T052939_000077,ST,1,r00_c00,train
20230628T053236_000078_AS_1_r00_c00.tif,20230628T053236_000078,AS,1,r00_c00,test
20230628T053236_000080_AS_0_r00_c00.tif,20230628T053236_000080,AS,0,r00_c00,test
20230628T053236_000080_AS_0_r00_c02.tif,20230628T053236_000080,AS,0,r00_c02,test
20230628T053236_000080_AS_0_r00_c03.tif,20230628T053236_000080,AS,0,r00_c03,test
20230628T053236_000080_AS_0_r01_c00.tif,20230628T053236_000080,AS,0,r01_c00,test
20230628T053236_000080_AS_0_r01_c03.tif,20230628T053236_000080,AS,0,r01_c03,test
20230628T053236_000080_AS_0_r02_c00.tif,20230628T053236_000080,AS,0,r02_c00,test
20230628T053236_000080_AS_0_r02_c03.tif,20230628T053236_000080,AS,0,r02_c03,test
20230628T053236_000080_AS_0_r03_c00.tif,20230628T053236_000080,AS,0,r03_c00,test
20230628T053236_000080_AS_0_r03_c01.tif,20230628T053236_000080,AS,0,r03_c01,test
