name,region,est_no_tiles,split
20230624T053036_000180_ST,Stans,1,train
20230625T031355_000215_CM,China & Mongolia,1,val
20230625T031355_000216_CM,China & Mongolia,1,val
20230625T061649_000174_ST,Stans,1,train
20230625T061649_000175_ST,Stans,1,train
20230625T061649_000176_ST,Stans,1,train
20230625T061846_000177_ST,Stans,1,train
20230625T061846_000178_ST,Stans,1,train
20230625T075248_000172_EU,Europe,1,train
20230625T075248_000173_EU,Europe,1,train
20230626T084004_000169_ME,North Africa & Middle East,1,train
20230626T101232_000144_ME,North Africa & Middle East,1,train
20230626T101232_000145_ME,North Africa & Middle East,1,train
20230626T101232_000146_ME,North Africa & Middle East,1,train
20230626T101232_000147_ME,North Africa & Middle East,1,train
20230626T101343_000150_ME,North Africa & Middle East,1,train
20230627T030822_000060_CM,China & Mongolia,4,val
20230627T044231_000056_ST,Stans,1,train
20230627T075201_000053_ME,North Africa & Middle East,1,train
20230627T075201_000054_ME,North Africa & Middle East,1,train
20230627T075201_000055_ME,North Africa & Middle East,1,train
20230628T052939_000077_ST,Stans,1,train
20230628T053236_000078_AS,SE Asia,1,test
20230628T053236_000080_AS,SE Asia,16,test
20230628T053324_000081_AS,SE Asia,1,test
20230628T161924_000066_AM,North America,1,train
20230629T013453_000138_CM,China & Mongolia,1,val
20230629T013453_000139_CM,China & Mongolia,1,val
20230629T013453_000140_CM,China & Mongolia,1,val
20230629T013453_000141_CM,China & Mongolia,4,val
20230629T013516_000142_CM,China & Mongolia,1,val
20230629T013516_000143_CM,China & Mongolia,1,val
20230629T044014_000112_ST,Stans,3,train
20230629T044050_000113_ST,Stans,1,train
20230629T044050_000114_ST,Stans,1,train
20230629T044050_000134_ST,Stans,1,train
20230629T044101_000133_ST,Stans,1,train
20230629T061416_000096_EU,Europe,1,train
20230629T061503_000097_ME,North Africa & Middle East,1,train
20230629T061626_000098_ME,North Africa & Middle East,4,train
20230629T061626_000099_ME,North Africa & Middle East,1,train
20230629T061626_001034_ME,North Africa & Middle East,16,train
20230629T061638_000100_ME,North Africa & Middle East,1,train
20230629T061638_001031_ME,North Africa & Middle East,1,train
20230629T061638_001032_ME,North Africa & Middle East,1,train
20230629T061650_000101_ME,North Africa & Middle East,16,train
20230629T061650_000102_ME,North Africa & Middle East,1,train
20230629T061650_000105_ME,North Africa & Middle East,4,train
20230629T061650_000106_ME,North Africa & Middle East,1,train
20230629T061650_001033_ME,North Africa & Middle East,1,train
20230629T061650_001035_ME,North Africa & Middle East,1,train
20230629T061727_000107_ME,North Africa & Middle East,1,train
20230629T061850_000110_ME,North Africa & Middle East,4,train
20230629T154042_000089_SA,South America & South Africa,1,test
20230630T070649_000065_ME,North Africa & Middle East,1,train
20230630T102358_000161_SA,South America & South Africa,1,test
20230630T161728_000153_AM,North America,1,train
20230723T173639_001509_SA,South America & South Africa,1,test
20230725T100532_001582_AS,SE Asia,1,test
20230725T113904_001576_ME,North Africa & Middle East,1,train
20230725T113927_001577_ME,North Africa & Middle East,1,train
20230725T113927_001578_ME,North Africa & Middle East,1,train
20230726T105355_001612_ST,Stans,1,train
20230726T105355_001613_ST,Stans,1,train
20230726T105355_001614_ST,Stans,1,train
20230726T105454_001616_ST,Stans,1,train
20230726T135714_001604_ME,North Africa & Middle East,1,train
20230728T105313_001636_ST,Stans,1,train
20230728T105313_001637_ST,Stans,1,train
20230728T105313_001639_ST,Stans,4,train
20230728T105313_001640_ST,Stans,1,train
20230728T105313_001641_ST,Stans,4,train
20230729T100252_000289_ME,North Africa & Middle East,1,train
20230729T100252_000290_ME,North Africa & Middle East,1,train
20230729T100252_000292_ME,North Africa & Middle East,1,train
20230729T100252_000293_ME,North Africa & Middle East,1,train
20230729T100630_000234_ST,Stans,1,train
20230729T100630_000294_ST,Stans,1,train
20230729T100630_000298_ST,Stans,1,train
20230729T130854_000280_ME,North Africa & Middle East,1,train
20230729T131041_000278_EU,Europe,1,train
20230729T205342_000275_AM,North America,1,train
20230730T091451_000374_ME,North Africa & Middle East,1,train
20230730T104800_000373_ME,North Africa & Middle East,1,train
20230730T122047_000364_ME,North Africa & Middle East,1,train
20230730T122047_000368_ME,North Africa & Middle East,1,train
20230731T065804_000415_CM,China & Mongolia,1,val
20230731T130706_000407_ME,North Africa & Middle East,1,train
20230731T130804_001735_ME,North Africa & Middle East,1,train
20230731T191810_000405_AM,North America,1,train
20230731T191810_000406_AM,North America,1,train
20230731T191822_000404_AM,North America,1,train
20230731T191834_000399_AM,North America,1,train
20230731T191834_000400_AM,North America,1,train
20230731T191834_000401_AM,North America,1,train
20230731T191834_000403_AM,North America,1,train
20230731T191846_000394_AM,North America,1,train
20230731T191846_000395_AM,North America,1,train
20230731T191846_000396_AM,North America,1,train
20230731T191846_000398_AM,North America,1,train
20230801T091636_000433_ST,Stans,4,train
20230801T091636_000434_ST,Stans,1,train
20230801T091636_000436_ST,Stans,1,train
20230801T091636_000438_ST,Stans,16,train
20230801T091648_000439_ST,Stans,7,train
20230801T091648_000440_ST,Stans,16,train
20230801T091648_000441_ST,Stans,4,train
20230801T091648_000442_ST,Stans,16,train
20230802T082547_000454_ME,North Africa & Middle East,4,train
20230802T082547_000455_ME,North Africa & Middle East,4,train
20230802T082610_000456_ME,North Africa & Middle East,4,train
20230802T082610_000457_ME,North Africa & Middle East,1,train
20230802T082610_001738_ME,North Africa & Middle East,4,train
20230802T082953_000458_ST,Stans,1,train
20230802T113411_000451_EU,Europe,1,train
20230803T092103_000480_ST,Stans,1,train
20230803T104831_000466_EU,Europe,1,train
20230804T052223_000977_CM,China & Mongolia,1,val
20230804T082559_000972_ME,North Africa & Middle East,1,train
20230804T082948_000973_ST,Stans,1,train
20230804T113111_000969_ME,North Africa & Middle East,1,train
20230804T174129_000965_AM,North America,1,train
20230804T174141_000963_AM,North America,1,train
20230804T174141_000964_AM,North America,1,train
20230804T174141_000966_AM,North America,1,train
20230805T060827_000999_CM,China & Mongolia,1,val
20230805T073838_000995_ME,North Africa & Middle East,1,train
20230805T073838_000996_ME,North Africa & Middle East,1,train
20230805T074037_000997_ST,Stans,1,train
20230805T090852_000985_ME,North Africa & Middle East,1,train
20230805T090904_000986_ME,North Africa & Middle East,1,train
20230805T090915_000988_ME,North Africa & Middle East,1,train
20230806T034659_001088_CM,China & Mongolia,1,val
20230806T034659_001089_CM,China & Mongolia,1,val
20230806T034803_001092_CM,China & Mongolia,1,val
20230806T065231_001081_ST,Stans,1,train
20230807T073511_001100_ME,North Africa & Middle East,1,train
20230807T073511_001178_ME,North Africa & Middle East,1,train
20230807T073622_001205_ME,North Africa & Middle East,1,train
20230807T090655_001097_ME,North Africa & Middle East,1,train
20230807T090655_001098_ME,North Africa & Middle East,1,train
20230809T043025_001378_CM,China & Mongolia,8,val
20230809T060151_001371_ME,North Africa & Middle East,35,train
20230809T060349_001372_ST,Stans,1,train
20230809T073200_001342_ME,North Africa & Middle East,1,train
20230809T073200_001344_ME,North Africa & Middle East,1,train
20230809T073212_001345_ME,North Africa & Middle East,1,train
20230809T165040_001305_AM,North America,1,train
20230810T051516_001384_ST,Stans,1,train
20230810T051528_001407_ST,Stans,1,train
20230810T051552_001410_ST,Stans,1,train
20230810T051552_001411_ST,Stans,1,train
20230810T065140_001399_ST,Stans,1,train
20230814T065712_001504_ST,Stans,1,train
20230814T100720_001443_EU,Europe,1,train
20230814T100819_001437_ST,Stans,1,train
20230814T101018_001458_ST,Stans,1,train
20230814T101106_001476_ST,Stans,1,train
20230814T101117_001483_ST,Stans,1,train
20230814T101117_001484_ST,Stans,1,train
20230814T101117_001485_ST,Stans,1,train
20230814T101129_001486_ST,Stans,1,train
20230814T101129_001488_ST,Stans,1,train
20230814T145126_001439_ME,North Africa & Middle East,1,train
20230814T145225_001440_ME,North Africa & Middle East,1,train
20230815T092026_001177_ST,Stans,1,train
20230816T101038_001545_ST,Stans,4,train
20230816T101050_001546_ST,Stans,1,train
20230816T101050_001547_ST,Stans,4,train
20230816T101050_001548_ST,Stans,4,train
20230816T101050_001549_ST,Stans,1,train
20230816T101050_001551_ST,Stans,16,train
20230816T114856_001543_ME,North Africa & Middle East,4,train
20230816T131716_001541_EU,Europe,1,train
20230817T092416_001189_ST,Stans,1,train
20230817T092416_001190_ST,Stans,1,train
20230817T105803_001183_ME,North Africa & Middle East,1,train
20230817T105803_001184_ME,North Africa & Middle East,1,train
20230817T105803_001185_ME,North Africa & Middle East,1,train
20230817T105803_001186_ME,North Africa & Middle East,1,train
20230817T105803_001187_ME,North Africa & Middle East,1,train
20230817T201510_001181_AM,North America,1,train
20230818T210019_001125_AM,North America,1,train
20230819T122933_001928_EU,Europe,1,train
20230820T052822_002901_CM,China & Mongolia,1,val
20230820T101414_002597_ME,North Africa & Middle East,4,train
20230820T114234_002232_EU,Europe,1,train
20230820T114234_002233_EU,Europe,1,train
20230820T192843_001073_AM,North America,1,train
20230820T192855_002230_AM,North America,1,train
20230820T192855_002231_AM,North America,1,train
20230821T092516_002904_ME,North Africa & Middle East,1,train
20230821T184129_002902_AM,North America,1,train
20230821T184129_002903_AM,North America,1,train
20230822T070014_002911_ST,Stans,1,train
20230822T101103_002910_ME,North Africa & Middle East,1,train
20230822T175229_002905_AM,North America,4,train
20230822T192519_002906_AM,North America,1,train
20230822T192531_002907_AM,North America,1,train
20230823T091747_001009_EU,Europe,4,train
20230823T091747_001010_EU,Europe,4,train
20230823T092349_001011_ME,North Africa & Middle East,1,train
20230823T105629_001006_ME,North Africa & Middle East,1,train
20230823T170609_001002_AM,North America,1,train
20230824T070037_001061_ST,Stans,4,train
20230824T070049_001057_ST,Stans,16,train
20230824T070049_001058_ST,Stans,16,train
20230824T070049_001059_ST,Stans,1,train
20230824T070049_001193_ST,Stans,16,train
20230824T070101_001048_ST,Stans,1,train
20230824T070101_001049_ST,Stans,1,train
20230824T070101_001050_ST,Stans,4,train
20230824T070101_001051_ST,Stans,1,train
20230824T070101_001052_ST,Stans,16,train
20230824T070101_001053_ST,Stans,4,train
20230824T083907_001045_ME,North Africa & Middle East,1,train
20230824T083931_001044_ME,North Africa & Middle East,4,train
20230824T175337_001036_AM,North America,4,train
20230824T175337_001037_AM,North America,1,train
20230824T175337_001038_AM,North America,1,train
20230824T175401_001039_AM,North America,1,train
20230825T061313_001116_ST,Stans,4,train
20230825T074743_001112_EU,Europe,1,train
20230825T075005_001114_ME,North Africa & Middle East,1,train
20230825T075005_001115_ME,North Africa & Middle East,1,train
20230825T170557_001108_AM,North America,1,train
20230825T170609_001109_AM,North America,4,train
20230825T170609_001111_AM,North America,16,train
20230826T052620_001176_ST,Stans,1,train
20230826T052620_002598_ST,Stans,1,train
20230826T083522_001171_ME,North Africa & Middle East,4,train
20230826T083546_001173_ME,North Africa & Middle East,4,train
20230826T083546_001174_ME,North Africa & Middle East,1,train
20230826T100604_001166_ME,North Africa & Middle East,1,train
20230826T100604_001167_ME,North Africa & Middle East,1,train
20230826T100735_001168_ME,North Africa & Middle East,4,train
20230826T100834_001169_ME,North Africa & Middle East,1,train
20230826T100834_001170_ME,North Africa & Middle East,1,train
20230828T070235_001203_ME,North Africa & Middle East,1,train
20230828T070310_001204_ME,North Africa & Middle East,16,train
20230828T083409_001201_ME,North Africa & Middle East,16,train
20230828T083421_001202_ME,North Africa & Middle East,4,train
20230901T035204_002022_AS,SE Asia,1,test
20230903T010049_001659_AU,Australia,1,val
20230908T141043_000225_SA,South America & South Africa,1,test
20230915T042628_001340_AU,Australia,1,val
20230922T144828_001561_ME,North Africa & Middle East,1,train
20230924T114253_001435_ME,North Africa & Middle East,1,train
20230924T114413_001436_ME,North Africa & Middle East,1,train
20230924T205757_001429_AM,North America,1,train
20230925T140134_001553_ME,North Africa & Middle East,1,train
20230925T140134_001554_ME,North Africa & Middle East,1,train
20230925T140134_001555_ME,North Africa & Middle East,1,train
20230925T140134_001556_ME,North Africa & Middle East,1,train
20230925T140134_001557_ME,North Africa & Middle East,1,train
20230925T140134_001558_ME,North Africa & Middle East,1,train
20230926T114119_001752_ME,North Africa & Middle East,1,train
20230926T114119_001753_ME,North Africa & Middle East,1,train
20230926T114131_001754_ME,North Africa & Middle East,1,train
20230926T114143_001755_ME,North Africa & Middle East,1,train
20230926T114317_001764_EU,Europe,4,train
20230926T114317_001765_EU,Europe,1,train
20230927T201114_001782_AM,North America,1,train
20230928T083655_001709_CM,China & Mongolia,1,val
20230928T100133_001702_ME,North Africa & Middle East,1,train
20230928T101011_001705_ST,Stans,1,train
20230928T114538_001694_EU,Europe,1,train
20230929T074459_001712_AS,SE Asia,1,test
20230929T122534_001683_ME,North Africa & Middle East,1,train
20230929T122534_001686_ME,North Africa & Middle East,1,train
20230929T122534_001687_ME,North Africa & Middle East,1,train
20230930T100531_001696_ME,North Africa & Middle East,1,train
20230930T100543_001698_ME,North Africa & Middle East,4,train
20230930T113706_001688_ME,North Africa & Middle East,1,train
20230930T113730_001690_ME,North Africa & Middle East,1,train
20231001T074225_001810_ME,North Africa & Middle East,1,train
20231002T082455_001819_SA,South America & South Africa,1,test
20231002T083111_001823_ME,North Africa & Middle East,4,train
20231002T113907_001813_EU,Europe,1,train
20231003T060928_001601_AS,SE Asia,16,test
20231003T074203_001593_ME,North Africa & Middle East,16,train
20231003T074617_001594_ST,Stans,1,train
20231003T074641_001595_ST,Stans,1,train
20231003T074704_001596_ST,Stans,5,train
20231003T074704_001597_ST,Stans,1,train
20231003T074704_001598_ST,Stans,1,train
20231003T074716_001599_ST,Stans,1,train
20231003T074752_001600_ST,Stans,1,train
20231003T091635_001591_ME,North Africa & Middle East,1,train
20231004T083136_001623_ME,North Africa & Middle East,4,train
20231004T083136_001624_ME,North Africa & Middle East,1,train
20231004T083136_001625_ME,North Africa & Middle East,1,train
20231004T174732_001454_AM,North America,1,train
20231004T174744_001447_AM,North America,1,train
20231004T174744_001448_AM,North America,1,train
20231004T174744_001449_AM,North America,1,train
20231004T174744_001450_AM,North America,1,train
20231004T174744_001451_AM,North America,1,train
20231004T174744_001452_AM,North America,1,train
20231004T174744_001453_AM,North America,1,train
20231005T060719_001574_ME,North Africa & Middle East,1,train
20231005T092154_001572_EU,Europe,1,train
20231006T052152_002599_AS,SE Asia,1,test
20231006T065521_001587_ME,North Africa & Middle East,16,train
20231006T065545_001588_ME,North Africa & Middle East,1,train
20231006T065557_001589_ME,North Africa & Middle East,1,train
20231006T065557_001590_ME,North Africa & Middle East,1,train
20231006T082735_001586_ME,North Africa & Middle East,16,train
20231006T100206_001579_ME,North Africa & Middle East,1,train
20231006T100206_001580_ME,North Africa & Middle East,1,train
20231006T100206_001581_ME,North Africa & Middle East,1,train
20231006T100206_001583_ME,North Africa & Middle East,1,train
20231006T100206_001584_ME,North Africa & Middle East,1,train
20231007T091407_002682_ME,North Africa & Middle East,1,train
20231008T051536_001631_ME,North Africa & Middle East,4,train
20231008T051536_001633_ME,North Africa & Middle East,16,train
20231008T051548_001634_ME,North Africa & Middle East,1,train
20231008T052616_001635_CM,China & Mongolia,1,val
20231008T100218_001628_EU,Europe,1,train
20231008T161115_001520_AM,North America,1,train
20231008T161115_001522_AM,North America,1,train
20231008T161127_001524_AM,North America,1,train
20231008T161127_001525_AM,North America,1,train
20231008T161127_001526_AM,North America,1,train
20231008T161127_001527_AM,North America,1,train
20231008T161127_001528_AM,North America,1,train
20231008T161127_001529_AM,North America,1,train
20231008T161127_001530_AM,North America,1,train
20231008T161127_001531_AM,North America,1,train
20231008T161127_001532_AM,North America,1,train
20231008T161127_001534_AM,North America,1,train
20231008T174613_001620_AM,North America,16,train
20231009T043059_001646_ME,North Africa & Middle East,1,train
20231009T060956_002600_ST,Stans,1,train
20231009T060956_002601_ST,Stans,4,train
20231009T060956_002602_ST,Stans,1,train
20231009T060956_002603_ST,Stans,4,train
20231009T060956_002604_ST,Stans,1,train
20231009T060956_002605_ST,Stans,1,train
20231009T060956_002606_ST,Stans,1,train
20231009T060956_002607_ST,Stans,36,train
20231009T060956_002608_ST,Stans,1,train
20231009T091423_001643_EU,Europe,1,train
20231009T170025_001638_AM,North America,4,train
20231010T021646_001652_CM,China & Mongolia,1,val
20231010T051848_001647_ME,North Africa & Middle East,1,train
20231010T051900_001648_ME,North Africa & Middle East,4,train
20231010T051923_001649_ME,North Africa & Middle East,1,train
20231010T051923_001650_ME,North Africa & Middle East,4,train
20231010T051923_001651_ME,North Africa & Middle East,1,train
20231011T013158_001763_CM,China & Mongolia,1,val
20231011T043557_001756_ST,Stans,1,train
20231013T110035_001654_EU,Europe,4,train
20231013T110035_001655_EU,Europe,1,train
20231014T101554_001715_ST,Stans,1,train
20231014T101606_001720_ST,Stans,1,train
20231014T101606_001721_ST,Stans,1,train
20231015T075558_001730_CM,China & Mongolia,1,val
20231015T075558_001731_CM,China & Mongolia,1,val
20231015T092458_001729_ST,Stans,1,train
20231016T101018_001733_EU,Europe,1,train
20231016T114853_001732_ME,North Africa & Middle East,4,train
20231018T101446_002612_ME,North Africa & Middle East,4,train
20231019T110439_001668_ME,North Africa & Middle East,4,train
20231020T052729_001671_CM,China & Mongolia,4,val
20231020T052752_001672_CM,China & Mongolia,1,val
20231023T030900_001847_CM,China & Mongolia,1,val
20231023T075004_001844_ME,North Africa & Middle East,16,train
20231023T092142_001842_EU,Europe,1,train
20231024T070157_001860_ST,Stans,16,train
20231024T070209_001861_ST,Stans,16,train
20231024T100947_001857_ME,North Africa & Middle East,1,train
20231025T061531_001867_ST,Stans,16,train
20231025T061531_001868_ST,Stans,1,train
20231025T061531_001869_ST,Stans,1,train
20231025T061531_001870_ST,Stans,1,train
20231025T061531_001871_ST,Stans,1,train
20231025T170354_001865_AM,North America,1,train
20231025T170406_001866_AM,North America,1,train
20231026T022145_001879_CM,China & Mongolia,1,val
20231026T052647_001876_ST,Stans,1,train
20231026T052735_001878_ST,Stans,1,train
20231026T070106_001875_EU,Europe,1,train
20231026T083653_001873_ME,North Africa & Middle East,1,train
20231026T083653_001874_ME,North Africa & Middle East,1,train
20231027T061434_001888_ME,North Africa & Middle East,1,train
20231027T061434_001889_ME,North Africa & Middle East,4,train
20231027T153239_001882_AM,North America,1,train
20231027T170714_001885_AM,North America,1,train
20231028T070104_001904_ME,North Africa & Middle East,1,train
20231028T070116_001903_ME,North Africa & Middle East,1,train
20231028T083416_001902_ME,North Africa & Middle East,4,train
20231028T161900_001892_AM,North America,1,train
20231028T161900_001893_AM,North America,1,train
20231028T161900_001894_AM,North America,1,train
20231028T161900_001897_AM,North America,1,train
20231029T031032_001939_AS,SE Asia,1,test
20231029T061539_001938_ME,North Africa & Middle East,4,train
20231030T035533_001942_AS,SE Asia,1,test
20231030T035545_001941_AS,SE Asia,1,test
20231030T035545_001943_AS,SE Asia,1,test
20231101T083438_001927_ME,North Africa & Middle East,1,train
20231105T150054_001913_SA,South America & South Africa,4,test
20231107T005349_001918_AU,Australia,1,val
20231121T122543_001952_ME,North Africa & Middle East,1,train
20231124T142642_001959_SA,South America & South Africa,21,test
20231125T092220_001970_AS,SE Asia,1,test
20231125T105540_001965_ME,North Africa & Middle East,1,train
20231125T105540_001966_ME,North Africa & Middle East,4,train
20231125T105540_001967_ME,North Africa & Middle East,1,train
20231127T091946_001976_ME,North Africa & Middle East,1,train
20231127T140054_001975_ME,North Africa & Middle East,1,train
20231128T234458_001979_AU,Australia,1,val
20231129T092012_001980_ME,North Africa & Middle East,4,train
20231129T092012_001981_ME,North Africa & Middle East,4,train
20231129T092024_001982_ME,North Africa & Middle East,4,train
20231130T083154_001988_ME,North Africa & Middle East,1,train
20231130T100525_001984_ME,North Africa & Middle East,1,train
20231130T100736_001987_ME,North Africa & Middle East,1,train
20231130T113800_001983_ME,North Africa & Middle East,16,train
20231130T220644_001993_AU,Australia,16,val
20231201T074307_002001_ME,North Africa & Middle East,4,train
20231201T183525_001999_AM,North America,1,train
20231201T183549_001994_AM,North America,16,train
20231201T183549_001995_AM,North America,1,train
20231201T183549_001996_AM,North America,1,train
20231201T183549_001997_AM,North America,1,train
20231201T183601_001998_AM,North America,1,train
20231202T083256_002088_ME,North Africa & Middle East,16,train
20231202T083339_002098_ST,Stans,4,train
20231202T083339_002099_ST,Stans,1,train
20231202T083339_002100_ST,Stans,1,train
20231202T083339_002101_ST,Stans,1,train
20231202T083351_002012_ST,Stans,4,train
20231202T083351_002089_ST,Stans,1,train
20231202T083351_002090_ST,Stans,1,train
20231202T083351_002091_ST,Stans,1,train
20231202T083351_002092_ST,Stans,1,train
20231202T083351_002094_ST,Stans,1,train
20231202T083351_002095_ST,Stans,1,train
20231202T083351_002096_ST,Stans,4,train
20231202T083351_002097_ST,Stans,4,train
20231204T083032_002016_ME,North Africa & Middle East,1,train
20231204T100051_002013_ME,North Africa & Middle East,1,train
20231204T100051_002014_ME,North Africa & Middle East,1,train
20231204T100051_002015_ME,North Africa & Middle East,4,train
20231204T174618_002010_AM,North America,1,train
20231205T060547_002130_ME,North Africa & Middle East,1,train
20231205T060547_002131_ME,North Africa & Middle East,1,train
20231205T074338_002150_EU,Europe,1,train
20231205T165825_002138_AM,North America,1,train
20231205T165825_002139_AM,North America,1,train
20231205T165825_002140_AM,North America,1,train
20231205T165825_002141_AM,North America,1,train
20231205T165825_002142_AM,North America,1,train
20231205T165825_002144_AM,North America,1,train
20231205T165825_002146_AM,North America,1,train
20231205T165837_002145_AM,North America,1,train
20231206T082558_002180_ME,North Africa & Middle East,1,train
20231206T082610_002181_ME,North Africa & Middle East,1,train
20231217T092625_002159_AS,SE Asia,1,test
20231217T123027_002154_ME,North Africa & Middle East,1,train
20231217T201338_002751_AM,North America,1,train
20231217T201338_002752_AM,North America,1,train
20231220T083556_002753_AS,SE Asia,1,test
20231222T035001_002224_CM,China & Mongolia,1,val
20231222T035001_002225_CM,China & Mongolia,4,val
20231223T092103_002205_ME,North Africa & Middle East,4,train
20231223T123006_002161_SA,South America & South Africa,1,test
20231224T065746_002283_AS,SE Asia,1,test
20231224T065746_002284_AS,SE Asia,1,test
20231224T174533_002249_AM,North America,1,train
20231224T174533_002250_AM,North America,1,train
20231224T174533_002255_AM,North America,1,train
20231224T174533_002259_AM,North America,1,train
20231224T174533_002266_AM,North America,1,train
20231224T174533_002267_AM,North America,1,train
20231224T174533_002613_AM,North America,1,train
20231224T174545_002261_AM,North America,1,train
20231224T174545_002264_AM,North America,1,train
20231225T043707_002351_AS,SE Asia,16,test
20231226T065426_002301_ME,North Africa & Middle East,1,train
20231226T065450_002302_ME,North Africa & Middle East,1,train
20231226T065514_002303_ME,North Africa & Middle East,1,train
20231226T082757_002298_ME,North Africa & Middle East,16,train
20231226T082757_002299_ME,North Africa & Middle East,4,train
20231226T180707_002296_SA,South America & South Africa,16,test
20240105T145150_002313_SA,South America & South Africa,1,test
20240109T131423_002417_SA,South America & South Africa,4,test
20240112T185917_002429_SA,South America & South Africa,6,test
20240120T154941_002576_SA,South America & South Africa,6,test
20240122T154754_002618_SA,South America & South Africa,1,test
20240125T090838_002235_AS,SE Asia,1,test
20240126T130103_002614_ME,North Africa & Middle East,1,train
20240127T195904_002474_AM,North America,9,train
20240127T195904_002475_AM,North America,1,train
20240127T195904_002477_AM,North America,1,train
20240127T195915_002240_AM,North America,1,train
20240127T195915_002473_AM,North America,1,train
20240128T191103_002485_AM,North America,1,train
20240128T191103_002486_AM,North America,1,train
20240128T191115_002483_AM,North America,1,train
20240129T042245_002569_AS,SE Asia,1,test
20240129T090750_002564_ME,North Africa & Middle East,1,train
20240129T090750_002565_ME,North Africa & Middle East,1,train
20240129T090750_002567_ME,North Africa & Middle East,1,train
20240129T090750_002568_ME,North Africa & Middle East,1,train
20240129T150516_002559_SA,South America & South Africa,1,test
20240129T182622_002551_AM,North America,1,train
20240129T195857_002555_AM,North America,1,train
20240129T195956_002554_AM,North America,1,train
20240130T051728_002499_CM,China & Mongolia,1,val
20240130T051728_002500_CM,China & Mongolia,1,val
20240130T051752_002504_CM,China & Mongolia,16,val
20240130T051816_002507_CM,China & Mongolia,1,val
20240130T051816_002508_CM,China & Mongolia,1,val
20240130T051816_002511_CM,China & Mongolia,1,val
20240130T051816_002514_CM,China & Mongolia,1,val
20240130T112610_002547_ME,North Africa & Middle East,1,train
20240130T123634_002541_SA,South America & South Africa,1,test
20240130T173950_002540_AM,North America,1,train
20240131T090823_002535_ME,North Africa & Middle East,1,train
20240131T182459_002534_AM,North America,1,train
20240201T082310_002630_ST,Stans,1,train
20240201T082310_002631_ST,Stans,1,train
20240201T082310_002632_ST,Stans,1,train
20240201T082418_002633_ST,Stans,4,train
20240201T142458_002629_SA,South America & South Africa,1,test
20240202T165156_002642_AM,North America,1,train
20240202T165156_002643_AM,North America,4,train
20240202T165156_002644_AM,North America,4,train
20240203T095138_002572_ME,North Africa & Middle East,4,train
20240203T095138_002573_ME,North Africa & Middle East,4,train
20240203T095138_002574_ME,North Africa & Middle East,16,train
20240203T095138_002575_ME,North Africa & Middle East,4,train
20240205T051601_002616_CM,China & Mongolia,16,val
20240205T051613_002615_CM,China & Mongolia,1,val
20240212T214820_002702_AM,North America,1,train
20240212T214820_002704_AM,North America,1,train
20240212T214820_002705_AM,North America,1,train
20240212T214832_002706_AM,North America,1,train
20240212T214843_002709_AM,North America,16,train
20240213T114518_002722_ME,North Africa & Middle East,4,train
20240214T092053_002691_ST,Stans,1,train
20240214T092117_002694_ST,Stans,4,train
20240214T105658_002688_ME,North Africa & Middle East,1,train
20240214T105658_002689_ME,North Africa & Middle East,1,train
20240214T105733_002690_ME,North Africa & Middle East,16,train
20240215T193425_002735_SA,South America & South Africa,16,test
20240215T193436_002736_SA,South America & South Africa,1,test
20240216T105741_002748_ME,North Africa & Middle East,4,train
20240217T052644_002781_CM,China & Mongolia,1,val
20240217T052707_002783_CM,China & Mongolia,1,val
20240217T052731_002785_CM,China & Mongolia,16,val
20240217T052731_002789_CM,China & Mongolia,1,val
20240217T052731_002790_CM,China & Mongolia,1,val
20240217T100816_002777_ME,North Africa & Middle East,1,train
20240218T122651_002699_ME,North Africa & Middle East,1,train
20240223T161050_002807_AM,North America,1,train
20240224T060941_002818_AS,SE Asia,1,test
20240224T060941_002820_AS,SE Asia,1,test
20240224T061016_002823_AS,SE Asia,16,test
20240224T091458_002815_ME,North Africa & Middle East,1,train
20240224T165801_002812_AM,North America,1,train
20240225T021302_002832_CM,China & Mongolia,1,val
20240225T021302_002845_CM,China & Mongolia,1,val
20240225T021302_002846_CM,China & Mongolia,1,val
20240225T021302_002847_CM,China & Mongolia,4,val
20240225T021314_002833_CM,China & Mongolia,1,val
20240225T021326_002848_CM,China & Mongolia,4,val
20240225T021326_002849_CM,China & Mongolia,4,val
20240225T021326_002850_CM,China & Mongolia,1,val
20240225T021326_002852_CM,China & Mongolia,1,val
20240225T021326_002854_CM,China & Mongolia,1,val
20240225T021326_002856_CM,China & Mongolia,1,val
20240225T021326_002858_CM,China & Mongolia,1,val
20240225T021338_002859_CM,China & Mongolia,4,val
20240225T021349_002863_CM,China & Mongolia,1,val
20240225T021349_002865_CM,China & Mongolia,1,val
20240225T021349_002866_CM,China & Mongolia,1,val
20240225T021349_002867_CM,China & Mongolia,1,val
20240225T021349_002872_CM,China & Mongolia,1,val
20240225T021349_002873_CM,China & Mongolia,1,val
20240225T021349_002874_CM,China & Mongolia,1,val
20240225T021349_002875_CM,China & Mongolia,1,val
20240225T021401_002871_CM,China & Mongolia,4,val
20240225T021401_002877_CM,China & Mongolia,1,val
20240225T021401_002878_CM,China & Mongolia,1,val
20240225T041108_002881_AU,Australia,1,val
20240225T041108_002884_AU,Australia,1,val
20240225T160927_002825_AM,North America,4,train
20240225T160927_002826_AM,North America,1,train
20240226T074044_002763_ME,North Africa & Middle East,1,train
20240226T074056_002764_ME,North Africa & Middle East,1,train
