name,region,acronym,est_no_tiles,split
20230624T053036_000180,Stans,ST,1,train
20230625T031355_000215,China & Mongolia,CM,1,val
20230625T031355_000216,China & Mongolia,CM,1,val
20230625T061649_000174,Stans,ST,1,train
20230625T061649_000175,Stans,ST,1,train
20230625T061649_000176,Stans,ST,1,train
20230625T061846_000177,Stans,ST,1,train
20230625T061846_000178,Stans,ST,1,train
20230625T075248_000172,Europe,EU,1,train
20230625T075248_000173,Europe,EU,1,train
20230626T084004_000169,North Africa & Middle East,ME,1,train
20230626T101232_000144,North Africa & Middle East,ME,1,train
20230626T101232_000145,North Africa & Middle East,ME,1,train
20230626T101232_000146,North Africa & Middle East,ME,1,train
20230626T101232_000147,North Africa & Middle East,ME,1,train
20230626T101343_000150,North Africa & Middle East,ME,1,train
20230627T030822_000060,China & Mongolia,CM,4,val
20230627T044231_000056,Stans,ST,1,train
20230627T075201_000053,North Africa & Middle East,ME,1,train
20230627T075201_000054,North Africa & Middle East,ME,1,train
20230627T075201_000055,North Africa & Middle East,ME,1,train
20230628T052939_000077,Stans,ST,1,train
20230628T053236_000078,SE Asia,AS,1,test
20230628T053236_000080,SE Asia,AS,16,test
20230628T053324_000081,SE Asia,AS,1,test
20230628T161924_000066,North America,AM,1,train
20230629T013453_000138,China & Mongolia,CM,1,val
20230629T013453_000139,China & Mongolia,CM,1,val
20230629T013453_000140,China & Mongolia,CM,1,val
20230629T013453_000141,China & Mongolia,CM,4,val
20230629T013516_000142,China & Mongolia,CM,1,val
20230629T013516_000143,China & Mongolia,CM,1,val
20230629T044014_000112,Stans,ST,3,train
20230629T044050_000113,Stans,ST,1,train
20230629T044050_000114,Stans,ST,1,train
20230629T044050_000134,Stans,ST,1,train
20230629T044101_000133,Stans,ST,1,train
20230629T061416_000096,Europe,EU,1,train
20230629T061503_000097,North Africa & Middle East,ME,1,train
20230629T061626_000098,North Africa & Middle East,ME,4,train
20230629T061626_000099,North Africa & Middle East,ME,1,train
20230629T061626_001034,North Africa & Middle East,ME,16,train
20230629T061638_000100,North Africa & Middle East,ME,1,train
20230629T061638_001031,North Africa & Middle East,ME,1,train
20230629T061638_001032,North Africa & Middle East,ME,1,train
20230629T061650_000101,North Africa & Middle East,ME,16,train
20230629T061650_000102,North Africa & Middle East,ME,1,train
20230629T061650_000105,North Africa & Middle East,ME,4,train
20230629T061650_000106,North Africa & Middle East,ME,1,train
20230629T061650_001033,North Africa & Middle East,ME,1,train
20230629T061650_001035,North Africa & Middle East,ME,1,train
20230629T061727_000107,North Africa & Middle East,ME,1,train
20230629T061850_000110,North Africa & Middle East,ME,4,train
20230629T154042_000089,South America & South Africa,SA,1,test
20230630T070649_000065,North Africa & Middle East,ME,1,train
20230630T102358_000161,South America & South Africa,SA,1,test
20230630T161728_000153,North America,AM,1,train
20230723T173639_001509,South America & South Africa,SA,1,test
20230725T100532_001582,SE Asia,AS,1,test
20230725T113904_001576,North Africa & Middle East,ME,1,train
20230725T113927_001577,North Africa & Middle East,ME,1,train
20230725T113927_001578,North Africa & Middle East,ME,1,train
20230726T105355_001612,Stans,ST,1,train
20230726T105355_001613,Stans,ST,1,train
20230726T105355_001614,Stans,ST,1,train
20230726T105454_001616,Stans,ST,1,train
20230726T135714_001604,North Africa & Middle East,ME,1,train
20230728T105313_001636,Stans,ST,1,train
20230728T105313_001637,Stans,ST,1,train
20230728T105313_001639,Stans,ST,4,train
20230728T105313_001640,Stans,ST,1,train
20230728T105313_001641,Stans,ST,4,train
20230729T100252_000289,North Africa & Middle East,ME,1,train
20230729T100252_000290,North Africa & Middle East,ME,1,train
20230729T100252_000292,North Africa & Middle East,ME,1,train
20230729T100252_000293,North Africa & Middle East,ME,1,train
20230729T100630_000234,Stans,ST,1,train
20230729T100630_000294,Stans,ST,1,train
20230729T100630_000298,Stans,ST,1,train
20230729T130854_000280,North Africa & Middle East,ME,1,train
20230729T131041_000278,Europe,EU,1,train
20230729T205342_000275,North America,AM,1,train
20230730T091451_000374,North Africa & Middle East,ME,1,train
20230730T104800_000373,North Africa & Middle East,ME,1,train
20230730T122047_000364,North Africa & Middle East,ME,1,train
20230730T122047_000368,North Africa & Middle East,ME,1,train
20230731T065804_000415,China & Mongolia,CM,1,val
20230731T130706_000407,North Africa & Middle East,ME,1,train
20230731T130804_001735,North Africa & Middle East,ME,1,train
20230731T191810_000405,North America,AM,1,train
20230731T191810_000406,North America,AM,1,train
20230731T191822_000404,North America,AM,1,train
20230731T191834_000399,North America,AM,1,train
20230731T191834_000400,North America,AM,1,train
20230731T191834_000401,North America,AM,1,train
20230731T191834_000403,North America,AM,1,train
20230731T191846_000394,North America,AM,1,train
20230731T191846_000395,North America,AM,1,train
20230731T191846_000396,North America,AM,1,train
20230731T191846_000398,North America,AM,1,train
20230801T091636_000433,Stans,ST,4,train
20230801T091636_000434,Stans,ST,1,train
20230801T091636_000436,Stans,ST,1,train
20230801T091636_000438,Stans,ST,16,train
20230801T091648_000439,Stans,ST,7,train
20230801T091648_000440,Stans,ST,16,train
20230801T091648_000441,Stans,ST,4,train
20230801T091648_000442,Stans,ST,16,train
20230802T082547_000454,North Africa & Middle East,ME,4,train
20230802T082547_000455,North Africa & Middle East,ME,4,train
20230802T082610_000456,North Africa & Middle East,ME,4,train
20230802T082610_000457,North Africa & Middle East,ME,1,train
20230802T082610_001738,North Africa & Middle East,ME,4,train
20230802T082953_000458,Stans,ST,1,train
20230802T113411_000451,Europe,EU,1,train
20230803T092103_000480,Stans,ST,1,train
20230803T104831_000466,Europe,EU,1,train
20230804T052223_000977,China & Mongolia,CM,1,val
20230804T082559_000972,North Africa & Middle East,ME,1,train
20230804T082948_000973,Stans,ST,1,train
20230804T113111_000969,North Africa & Middle East,ME,1,train
20230804T174129_000965,North America,AM,1,train
20230804T174141_000963,North America,AM,1,train
20230804T174141_000964,North America,AM,1,train
20230804T174141_000966,North America,AM,1,train
20230805T060827_000999,China & Mongolia,CM,1,val
20230805T073838_000995,North Africa & Middle East,ME,1,train
20230805T073838_000996,North Africa & Middle East,ME,1,train
20230805T074037_000997,Stans,ST,1,train
20230805T090852_000985,North Africa & Middle East,ME,1,train
20230805T090904_000986,North Africa & Middle East,ME,1,train
20230805T090915_000988,North Africa & Middle East,ME,1,train
20230806T034659_001088,China & Mongolia,CM,1,val
20230806T034659_001089,China & Mongolia,CM,1,val
20230806T034803_001092,China & Mongolia,CM,1,val
20230806T065231_001081,Stans,ST,1,train
20230807T073511_001100,North Africa & Middle East,ME,1,train
20230807T073511_001178,North Africa & Middle East,ME,1,train
20230807T073622_001205,North Africa & Middle East,ME,1,train
20230807T090655_001097,North Africa & Middle East,ME,1,train
20230807T090655_001098,North Africa & Middle East,ME,1,train
20230809T043025_001378,China & Mongolia,CM,8,val
20230809T060151_001371,North Africa & Middle East,ME,35,train
20230809T060349_001372,Stans,ST,1,train
20230809T073200_001342,North Africa & Middle East,ME,1,train
20230809T073200_001344,North Africa & Middle East,ME,1,train
20230809T073212_001345,North Africa & Middle East,ME,1,train
20230809T165040_001305,North America,AM,1,train
20230810T051516_001384,Stans,ST,1,train
20230810T051528_001407,Stans,ST,1,train
20230810T051552_001410,Stans,ST,1,train
20230810T051552_001411,Stans,ST,1,train
20230810T065140_001399,Stans,ST,1,train
20230814T065712_001504,Stans,ST,1,train
20230814T100720_001443,Europe,EU,1,train
20230814T100819_001437,Stans,ST,1,train
20230814T101018_001458,Stans,ST,1,train
20230814T101106_001476,Stans,ST,1,train
20230814T101117_001483,Stans,ST,1,train
20230814T101117_001484,Stans,ST,1,train
20230814T101117_001485,Stans,ST,1,train
20230814T101129_001486,Stans,ST,1,train
20230814T101129_001488,Stans,ST,1,train
20230814T145126_001439,North Africa & Middle East,ME,1,train
20230814T145225_001440,North Africa & Middle East,ME,1,train
20230815T092026_001177,Stans,ST,1,train
20230816T101038_001545,Stans,ST,4,train
20230816T101050_001546,Stans,ST,1,train
20230816T101050_001547,Stans,ST,4,train
20230816T101050_001548,Stans,ST,4,train
20230816T101050_001549,Stans,ST,1,train
20230816T101050_001551,Stans,ST,16,train
20230816T114856_001543,North Africa & Middle East,ME,4,train
20230816T131716_001541,Europe,EU,1,train
20230817T092416_001189,Stans,ST,1,train
20230817T092416_001190,Stans,ST,1,train
20230817T105803_001183,North Africa & Middle East,ME,1,train
20230817T105803_001184,North Africa & Middle East,ME,1,train
20230817T105803_001185,North Africa & Middle East,ME,1,train
20230817T105803_001186,North Africa & Middle East,ME,1,train
20230817T105803_001187,North Africa & Middle East,ME,1,train
20230817T201510_001181,North America,AM,1,train
20230818T210019_001125,North America,AM,1,train
20230819T122933_001928,Europe,EU,1,train
20230820T052822_002901,China & Mongolia,CM,1,val
20230820T101414_002597,North Africa & Middle East,ME,4,train
20230820T114234_002232,Europe,EU,1,train
20230820T114234_002233,Europe,EU,1,train
20230820T192843_001073,North America,AM,1,train
20230820T192855_002230,North America,AM,1,train
20230820T192855_002231,North America,AM,1,train
20230821T092516_002904,North Africa & Middle East,ME,1,train
20230821T184129_002902,North America,AM,1,train
20230821T184129_002903,North America,AM,1,train
20230822T070014_002911,Stans,ST,1,train
20230822T101103_002910,North Africa & Middle East,ME,1,train
20230822T175229_002905,North America,AM,4,train
20230822T192519_002906,North America,AM,1,train
20230822T192531_002907,North America,AM,1,train
20230823T091747_001009,Europe,EU,4,train
20230823T091747_001010,Europe,EU,4,train
20230823T092349_001011,North Africa & Middle East,ME,1,train
20230823T105629_001006,North Africa & Middle East,ME,1,train
20230823T170609_001002,North America,AM,1,train
20230824T070037_001061,Stans,ST,4,train
20230824T070049_001057,Stans,ST,16,train
20230824T070049_001058,Stans,ST,16,train
20230824T070049_001059,Stans,ST,1,train
20230824T070049_001193,Stans,ST,16,train
20230824T070101_001048,Stans,ST,1,train
20230824T070101_001049,Stans,ST,1,train
20230824T070101_001050,Stans,ST,4,train
20230824T070101_001051,Stans,ST,1,train
20230824T070101_001052,Stans,ST,16,train
20230824T070101_001053,Stans,ST,4,train
20230824T083907_001045,North Africa & Middle East,ME,1,train
20230824T083931_001044,North Africa & Middle East,ME,4,train
20230824T175337_001036,North America,AM,4,train
20230824T175337_001037,North America,AM,1,train
20230824T175337_001038,North America,AM,1,train
20230824T175401_001039,North America,AM,1,train
20230825T061313_001116,Stans,ST,4,train
20230825T074743_001112,Europe,EU,1,train
20230825T075005_001114,North Africa & Middle East,ME,1,train
20230825T075005_001115,North Africa & Middle East,ME,1,train
20230825T170557_001108,North America,AM,1,train
20230825T170609_001109,North America,AM,4,train
20230825T170609_001111,North America,AM,16,train
20230826T052620_001176,Stans,ST,1,train
20230826T052620_002598,Stans,ST,1,train
20230826T083522_001171,North Africa & Middle East,ME,4,train
20230826T083546_001173,North Africa & Middle East,ME,4,train
20230826T083546_001174,North Africa & Middle East,ME,1,train
20230826T100604_001166,North Africa & Middle East,ME,1,train
20230826T100604_001167,North Africa & Middle East,ME,1,train
20230826T100735_001168,North Africa & Middle East,ME,4,train
20230826T100834_001169,North Africa & Middle East,ME,1,train
20230826T100834_001170,North Africa & Middle East,ME,1,train
20230828T070235_001203,North Africa & Middle East,ME,1,train
20230828T070310_001204,North Africa & Middle East,ME,16,train
20230828T083409_001201,North Africa & Middle East,ME,16,train
20230828T083421_001202,North Africa & Middle East,ME,4,train
20230901T035204_002022,SE Asia,AS,1,test
20230903T010049_001659,Australia,AU,1,val
20230908T141043_000225,South America & South Africa,SA,1,test
20230915T042628_001340,Australia,AU,1,val
20230922T144828_001561,North Africa & Middle East,ME,1,train
20230924T114253_001435,North Africa & Middle East,ME,1,train
20230924T114413_001436,North Africa & Middle East,ME,1,train
20230924T205757_001429,North America,AM,1,train
20230925T140134_001553,North Africa & Middle East,ME,1,train
20230925T140134_001554,North Africa & Middle East,ME,1,train
20230925T140134_001555,North Africa & Middle East,ME,1,train
20230925T140134_001556,North Africa & Middle East,ME,1,train
20230925T140134_001557,North Africa & Middle East,ME,1,train
20230925T140134_001558,North Africa & Middle East,ME,1,train
20230926T114119_001752,North Africa & Middle East,ME,1,train
20230926T114119_001753,North Africa & Middle East,ME,1,train
20230926T114131_001754,North Africa & Middle East,ME,1,train
20230926T114143_001755,North Africa & Middle East,ME,1,train
20230926T114317_001764,Europe,EU,4,train
20230926T114317_001765,Europe,EU,1,train
20230927T201114_001782,North America,AM,1,train
20230928T083655_001709,China & Mongolia,CM,1,val
20230928T100133_001702,North Africa & Middle East,ME,1,train
20230928T101011_001705,Stans,ST,1,train
20230928T114538_001694,Europe,EU,1,train
20230929T074459_001712,SE Asia,AS,1,test
20230929T122534_001683,North Africa & Middle East,ME,1,train
20230929T122534_001686,North Africa & Middle East,ME,1,train
20230929T122534_001687,North Africa & Middle East,ME,1,train
20230930T100531_001696,North Africa & Middle East,ME,1,train
20230930T100543_001698,North Africa & Middle East,ME,4,train
20230930T113706_001688,North Africa & Middle East,ME,1,train
20230930T113730_001690,North Africa & Middle East,ME,1,train
20231001T074225_001810,North Africa & Middle East,ME,1,train
20231002T082455_001819,South America & South Africa,SA,1,test
20231002T083111_001823,North Africa & Middle East,ME,4,train
20231002T113907_001813,Europe,EU,1,train
20231003T060928_001601,SE Asia,AS,16,test
20231003T074203_001593,North Africa & Middle East,ME,16,train
20231003T074617_001594,Stans,ST,1,train
20231003T074641_001595,Stans,ST,1,train
20231003T074704_001596,Stans,ST,5,train
20231003T074704_001597,Stans,ST,1,train
20231003T074704_001598,Stans,ST,1,train
20231003T074716_001599,Stans,ST,1,train
20231003T074752_001600,Stans,ST,1,train
20231003T091635_001591,North Africa & Middle East,ME,1,train
20231004T083136_001623,North Africa & Middle East,ME,4,train
20231004T083136_001624,North Africa & Middle East,ME,1,train
20231004T083136_001625,North Africa & Middle East,ME,1,train
20231004T174732_001454,North America,AM,1,train
20231004T174744_001447,North America,AM,1,train
20231004T174744_001448,North America,AM,1,train
20231004T174744_001449,North America,AM,1,train
20231004T174744_001450,North America,AM,1,train
20231004T174744_001451,North America,AM,1,train
20231004T174744_001452,North America,AM,1,train
20231004T174744_001453,North America,AM,1,train
20231005T060719_001574,North Africa & Middle East,ME,1,train
20231005T092154_001572,Europe,EU,1,train
20231006T052152_002599,SE Asia,AS,1,test
20231006T065521_001587,North Africa & Middle East,ME,16,train
20231006T065545_001588,North Africa & Middle East,ME,1,train
20231006T065557_001589,North Africa & Middle East,ME,1,train
20231006T065557_001590,North Africa & Middle East,ME,1,train
20231006T082735_001586,North Africa & Middle East,ME,16,train
20231006T100206_001579,North Africa & Middle East,ME,1,train
20231006T100206_001580,North Africa & Middle East,ME,1,train
20231006T100206_001581,North Africa & Middle East,ME,1,train
20231006T100206_001583,North Africa & Middle East,ME,1,train
20231006T100206_001584,North Africa & Middle East,ME,1,train
20231007T091407_002682,North Africa & Middle East,ME,1,train
20231008T051536_001631,North Africa & Middle East,ME,4,train
20231008T051536_001633,North Africa & Middle East,ME,16,train
20231008T051548_001634,North Africa & Middle East,ME,1,train
20231008T052616_001635,China & Mongolia,CM,1,val
20231008T100218_001628,Europe,EU,1,train
20231008T161115_001520,North America,AM,1,train
20231008T161115_001522,North America,AM,1,train
20231008T161127_001524,North America,AM,1,train
20231008T161127_001525,North America,AM,1,train
20231008T161127_001526,North America,AM,1,train
20231008T161127_001527,North America,AM,1,train
20231008T161127_001528,North America,AM,1,train
20231008T161127_001529,North America,AM,1,train
20231008T161127_001530,North America,AM,1,train
20231008T161127_001531,North America,AM,1,train
20231008T161127_001532,North America,AM,1,train
20231008T161127_001534,North America,AM,1,train
20231008T174613_001620,North America,AM,16,train
20231009T043059_001646,North Africa & Middle East,ME,1,train
20231009T060956_002600,Stans,ST,1,train
20231009T060956_002601,Stans,ST,4,train
20231009T060956_002602,Stans,ST,1,train
20231009T060956_002603,Stans,ST,4,train
20231009T060956_002604,Stans,ST,1,train
20231009T060956_002605,Stans,ST,1,train
20231009T060956_002606,Stans,ST,1,train
20231009T060956_002607,Stans,ST,36,train
20231009T060956_002608,Stans,ST,1,train
20231009T091423_001643,Europe,EU,1,train
20231009T170025_001638,North America,AM,4,train
20231010T021646_001652,China & Mongolia,CM,1,val
20231010T051848_001647,North Africa & Middle East,ME,1,train
20231010T051900_001648,North Africa & Middle East,ME,4,train
20231010T051923_001649,North Africa & Middle East,ME,1,train
20231010T051923_001650,North Africa & Middle East,ME,4,train
20231010T051923_001651,North Africa & Middle East,ME,1,train
20231011T013158_001763,China & Mongolia,CM,1,val
20231011T043557_001756,Stans,ST,1,train
20231013T110035_001654,Europe,EU,4,train
20231013T110035_001655,Europe,EU,1,train
20231014T101554_001715,Stans,ST,1,train
20231014T101606_001720,Stans,ST,1,train
20231014T101606_001721,Stans,ST,1,train
20231015T075558_001730,China & Mongolia,CM,1,val
20231015T075558_001731,China & Mongolia,CM,1,val
20231015T092458_001729,Stans,ST,1,train
20231016T101018_001733,Europe,EU,1,train
20231016T114853_001732,North Africa & Middle East,ME,4,train
20231018T101446_002612,North Africa & Middle East,ME,4,train
20231019T110439_001668,North Africa & Middle East,ME,4,train
20231020T052729_001671,China & Mongolia,CM,4,val
20231020T052752_001672,China & Mongolia,CM,1,val
20231023T030900_001847,China & Mongolia,CM,1,val
20231023T075004_001844,North Africa & Middle East,ME,16,train
20231023T092142_001842,Europe,EU,1,train
20231024T070157_001860,Stans,ST,16,train
20231024T070209_001861,Stans,ST,16,train
20231024T100947_001857,North Africa & Middle East,ME,1,train
20231025T061531_001867,Stans,ST,16,train
20231025T061531_001868,Stans,ST,1,train
20231025T061531_001869,Stans,ST,1,train
20231025T061531_001870,Stans,ST,1,train
20231025T061531_001871,Stans,ST,1,train
20231025T170354_001865,North America,AM,1,train
20231025T170406_001866,North America,AM,1,train
20231026T022145_001879,China & Mongolia,CM,1,val
20231026T052647_001876,Stans,ST,1,train
20231026T052735_001878,Stans,ST,1,train
20231026T070106_001875,Europe,EU,1,train
20231026T083653_001873,North Africa & Middle East,ME,1,train
20231026T083653_001874,North Africa & Middle East,ME,1,train
20231027T061434_001888,North Africa & Middle East,ME,1,train
20231027T061434_001889,North Africa & Middle East,ME,4,train
20231027T153239_001882,North America,AM,1,train
20231027T170714_001885,North America,AM,1,train
20231028T070104_001904,North Africa & Middle East,ME,1,train
20231028T070116_001903,North Africa & Middle East,ME,1,train
20231028T083416_001902,North Africa & Middle East,ME,4,train
20231028T161900_001892,North America,AM,1,train
20231028T161900_001893,North America,AM,1,train
20231028T161900_001894,North America,AM,1,train
20231028T161900_001897,North America,AM,1,train
20231029T031032_001939,SE Asia,AS,1,test
20231029T061539_001938,North Africa & Middle East,ME,4,train
20231030T035533_001942,SE Asia,AS,1,test
20231030T035545_001941,SE Asia,AS,1,test
20231030T035545_001943,SE Asia,AS,1,test
20231101T083438_001927,North Africa & Middle East,ME,1,train
20231105T150054_001913,South America & South Africa,SA,4,test
20231107T005349_001918,Australia,AU,1,val
20231121T122543_001952,North Africa & Middle East,ME,1,train
20231124T142642_001959,South America & South Africa,SA,21,test
20231125T092220_001970,SE Asia,AS,1,test
20231125T105540_001965,North Africa & Middle East,ME,1,train
20231125T105540_001966,North Africa & Middle East,ME,4,train
20231125T105540_001967,North Africa & Middle East,ME,1,train
20231127T091946_001976,North Africa & Middle East,ME,1,train
20231127T140054_001975,North Africa & Middle East,ME,1,train
20231128T234458_001979,Australia,AU,1,val
20231129T092012_001980,North Africa & Middle East,ME,4,train
20231129T092012_001981,North Africa & Middle East,ME,4,train
20231129T092024_001982,North Africa & Middle East,ME,4,train
20231130T083154_001988,North Africa & Middle East,ME,1,train
20231130T100525_001984,North Africa & Middle East,ME,1,train
20231130T100736_001987,North Africa & Middle East,ME,1,train
20231130T113800_001983,North Africa & Middle East,ME,16,train
20231130T220644_001993,Australia,AU,16,val
20231201T074307_002001,North Africa & Middle East,ME,4,train
20231201T183525_001999,North America,AM,1,train
20231201T183549_001994,North America,AM,16,train
20231201T183549_001995,North America,AM,1,train
20231201T183549_001996,North America,AM,1,train
20231201T183549_001997,North America,AM,1,train
20231201T183601_001998,North America,AM,1,train
20231202T083256_002088,North Africa & Middle East,ME,16,train
20231202T083339_002098,Stans,ST,4,train
20231202T083339_002099,Stans,ST,1,train
20231202T083339_002100,Stans,ST,1,train
20231202T083339_002101,Stans,ST,1,train
20231202T083351_002012,Stans,ST,4,train
20231202T083351_002089,Stans,ST,1,train
20231202T083351_002090,Stans,ST,1,train
20231202T083351_002091,Stans,ST,1,train
20231202T083351_002092,Stans,ST,1,train
20231202T083351_002094,Stans,ST,1,train
20231202T083351_002095,Stans,ST,1,train
20231202T083351_002096,Stans,ST,4,train
20231202T083351_002097,Stans,ST,4,train
20231204T083032_002016,North Africa & Middle East,ME,1,train
20231204T100051_002013,North Africa & Middle East,ME,1,train
20231204T100051_002014,North Africa & Middle East,ME,1,train
20231204T100051_002015,North Africa & Middle East,ME,4,train
20231204T174618_002010,North America,AM,1,train
20231205T060547_002130,North Africa & Middle East,ME,1,train
20231205T060547_002131,North Africa & Middle East,ME,1,train
20231205T074338_002150,Europe,EU,1,train
20231205T165825_002138,North America,AM,1,train
20231205T165825_002139,North America,AM,1,train
20231205T165825_002140,North America,AM,1,train
20231205T165825_002141,North America,AM,1,train
20231205T165825_002142,North America,AM,1,train
20231205T165825_002144,North America,AM,1,train
20231205T165825_002146,North America,AM,1,train
20231205T165837_002145,North America,AM,1,train
20231206T082558_002180,North Africa & Middle East,ME,1,train
20231206T082610_002181,North Africa & Middle East,ME,1,train
20231217T092625_002159,SE Asia,AS,1,test
20231217T123027_002154,North Africa & Middle East,ME,1,train
20231217T201338_002751,North America,AM,1,train
20231217T201338_002752,North America,AM,1,train
20231220T083556_002753,SE Asia,AS,1,test
20231222T035001_002224,China & Mongolia,CM,1,val
20231222T035001_002225,China & Mongolia,CM,4,val
20231223T092103_002205,North Africa & Middle East,ME,4,train
20231223T123006_002161,South America & South Africa,SA,1,test
20231224T065746_002283,SE Asia,AS,1,test
20231224T065746_002284,SE Asia,AS,1,test
20231224T174533_002249,North America,AM,1,train
20231224T174533_002250,North America,AM,1,train
20231224T174533_002255,North America,AM,1,train
20231224T174533_002259,North America,AM,1,train
20231224T174533_002266,North America,AM,1,train
20231224T174533_002267,North America,AM,1,train
20231224T174533_002613,North America,AM,1,train
20231224T174545_002261,North America,AM,1,train
20231224T174545_002264,North America,AM,1,train
20231225T043707_002351,SE Asia,AS,16,test
20231226T065426_002301,North Africa & Middle East,ME,1,train
20231226T065450_002302,North Africa & Middle East,ME,1,train
20231226T065514_002303,North Africa & Middle East,ME,1,train
20231226T082757_002298,North Africa & Middle East,ME,16,train
20231226T082757_002299,North Africa & Middle East,ME,4,train
20231226T180707_002296,South America & South Africa,SA,16,test
20240105T145150_002313,South America & South Africa,SA,1,test
20240109T131423_002417,South America & South Africa,SA,4,test
20240112T185917_002429,South America & South Africa,SA,6,test
20240120T154941_002576,South America & South Africa,SA,6,test
20240122T154754_002618,South America & South Africa,SA,1,test
20240125T090838_002235,SE Asia,AS,1,test
20240126T130103_002614,North Africa & Middle East,ME,1,train
20240127T195904_002474,North America,AM,9,train
20240127T195904_002475,North America,AM,1,train
20240127T195904_002477,North America,AM,1,train
20240127T195915_002240,North America,AM,1,train
20240127T195915_002473,North America,AM,1,train
20240128T191103_002485,North America,AM,1,train
20240128T191103_002486,North America,AM,1,train
20240128T191115_002483,North America,AM,1,train
20240129T042245_002569,SE Asia,AS,1,test
20240129T090750_002564,North Africa & Middle East,ME,1,train
20240129T090750_002565,North Africa & Middle East,ME,1,train
20240129T090750_002567,North Africa & Middle East,ME,1,train
20240129T090750_002568,North Africa & Middle East,ME,1,train
20240129T150516_002559,South America & South Africa,SA,1,test
20240129T182622_002551,North America,AM,1,train
20240129T195857_002555,North America,AM,1,train
20240129T195956_002554,North America,AM,1,train
20240130T051728_002499,China & Mongolia,CM,1,val
20240130T051728_002500,China & Mongolia,CM,1,val
20240130T051752_002504,China & Mongolia,CM,16,val
20240130T051816_002507,China & Mongolia,CM,1,val
20240130T051816_002508,China & Mongolia,CM,1,val
20240130T051816_002511,China & Mongolia,CM,1,val
20240130T051816_002514,China & Mongolia,CM,1,val
20240130T112610_002547,North Africa & Middle East,ME,1,train
20240130T123634_002541,South America & South Africa,SA,1,test
20240130T173950_002540,North America,AM,1,train
20240131T090823_002535,North Africa & Middle East,ME,1,train
20240131T182459_002534,North America,AM,1,train
20240201T082310_002630,Stans,ST,1,train
20240201T082310_002631,Stans,ST,1,train
20240201T082310_002632,Stans,ST,1,train
20240201T082418_002633,Stans,ST,4,train
20240201T142458_002629,South America & South Africa,SA,1,test
20240202T165156_002642,North America,AM,1,train
20240202T165156_002643,North America,AM,4,train
20240202T165156_002644,North America,AM,4,train
20240203T095138_002572,North Africa & Middle East,ME,4,train
20240203T095138_002573,North Africa & Middle East,ME,4,train
20240203T095138_002574,North Africa & Middle East,ME,16,train
20240203T095138_002575,North Africa & Middle East,ME,4,train
20240205T051601_002616,China & Mongolia,CM,16,val
20240205T051613_002615,China & Mongolia,CM,1,val
20240212T214820_002702,North America,AM,1,train
20240212T214820_002704,North America,AM,1,train
20240212T214820_002705,North America,AM,1,train
20240212T214832_002706,North America,AM,1,train
20240212T214843_002709,North America,AM,16,train
20240213T114518_002722,North Africa & Middle East,ME,4,train
20240214T092053_002691,Stans,ST,1,train
20240214T092117_002694,Stans,ST,4,train
20240214T105658_002688,North Africa & Middle East,ME,1,train
20240214T105658_002689,North Africa & Middle East,ME,1,train
20240214T105733_002690,North Africa & Middle East,ME,16,train
20240215T193425_002735,South America & South Africa,SA,16,test
20240215T193436_002736,South America & South Africa,SA,1,test
20240216T105741_002748,North Africa & Middle East,ME,4,train
20240217T052644_002781,China & Mongolia,CM,1,val
20240217T052707_002783,China & Mongolia,CM,1,val
20240217T052731_002785,China & Mongolia,CM,16,val
20240217T052731_002789,China & Mongolia,CM,1,val
20240217T052731_002790,China & Mongolia,CM,1,val
20240217T100816_002777,North Africa & Middle East,ME,1,train
20240218T122651_002699,North Africa & Middle East,ME,1,train
20240223T161050_002807,North America,AM,1,train
20240224T060941_002818,SE Asia,AS,1,test
20240224T060941_002820,SE Asia,AS,1,test
20240224T061016_002823,SE Asia,AS,16,test
20240224T091458_002815,North Africa & Middle East,ME,1,train
20240224T165801_002812,North America,AM,1,train
20240225T021302_002832,China & Mongolia,CM,1,val
20240225T021302_002845,China & Mongolia,CM,1,val
20240225T021302_002846,China & Mongolia,CM,1,val
20240225T021302_002847,China & Mongolia,CM,4,val
20240225T021314_002833,China & Mongolia,CM,1,val
20240225T021326_002848,China & Mongolia,CM,4,val
20240225T021326_002849,China & Mongolia,CM,4,val
20240225T021326_002850,China & Mongolia,CM,1,val
20240225T021326_002852,China & Mongolia,CM,1,val
20240225T021326_002854,China & Mongolia,CM,1,val
20240225T021326_002856,China & Mongolia,CM,1,val
20240225T021326_002858,China & Mongolia,CM,1,val
20240225T021338_002859,China & Mongolia,CM,4,val
20240225T021349_002863,China & Mongolia,CM,1,val
20240225T021349_002865,China & Mongolia,CM,1,val
20240225T021349_002866,China & Mongolia,CM,1,val
20240225T021349_002867,China & Mongolia,CM,1,val
20240225T021349_002872,China & Mongolia,CM,1,val
20240225T021349_002873,China & Mongolia,CM,1,val
20240225T021349_002874,China & Mongolia,CM,1,val
20240225T021349_002875,China & Mongolia,CM,1,val
20240225T021401_002871,China & Mongolia,CM,4,val
20240225T021401_002877,China & Mongolia,CM,1,val
20240225T021401_002878,China & Mongolia,CM,1,val
20240225T041108_002881,Australia,AU,1,val
20240225T041108_002884,Australia,AU,1,val
20240225T160927_002825,North America,AM,4,train
20240225T160927_002826,North America,AM,1,train
20240226T074044_002763,North Africa & Middle East,ME,1,train
20240226T074056_002764,North Africa & Middle East,ME,1,train
